,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalSpend,Churn,Codigo
2952,5260-UMPWX,Feminino,0,Yes,Yes,26,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,CartaoCredito,20.25,493.95,No,
5776,4291-TPNFG,Masculino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2 anos,Yes,DebitoAutomatico,82.3,5980.55,No,
3135,4803-AXVYP,Feminino,1,No,No,38,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,99.55,3734.25,Yes,
6821,8784-CGILN,Feminino,0,No,No,18,Yes,Yes,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,DebitoAutomatico,99.85,1776.95,Yes,
2258,9150-HEPMB,Masculino,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Anual,No,BoletoImpresso,52.7,3019.7,No,
4015,8570-KLJYJ,Feminino,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Anual,No,BoletoImpresso,54.45,1893.5,No,
4253,9054-FOWNV,Masculino,0,Yes,Yes,22,Yes,Yes,Fibra,No,No,Yes,No,Yes,No,Mensal,Yes,BoletoEletronico,88.75,1885.15,No,
3053,0960-HUWBM,Masculino,0,Yes,Yes,65,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,104.1,6700.05,No,
2498,1134-YWTYF,Masculino,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,BoletoEletronico,53.8,1389.85,No,
5471,3002-WQZWT,Feminino,0,No,No,29,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.2,1993.25,No,
1564,2660-EMUBI,Masculino,1,No,No,10,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,95.35,898.35,Yes,
5372,2786-GCDPI,Feminino,1,No,No,50,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,104.95,5222.35,No,
6957,3914-FDRHP,Masculino,0,No,No,9,Yes,No,Fibra,No,No,No,Yes,Yes,No,Mensal,No,BoletoEletronico,86.25,770.5,No,
5885,0269-XFESX,Masculino,0,Yes,Yes,23,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,24.35,538.5,No,
2185,7619-ODSGN,Masculino,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Mensal,No,BoletoEletronico,54.75,1338.15,Yes,
5519,2043-WVTQJ,Masculino,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Mensal,No,BoletoImpresso,55.7,55.7,No,
1231,0384-RVBPI,Masculino,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mensal,No,CartaoCredito,64.4,1398.6,No,
4418,0378-XSZPU,Masculino,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Anual,No,CartaoCredito,60.3,3563.8,Yes,
1258,5529-GIBVH,Feminino,0,No,No,47,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,20.15,1046.2,No,
2254,7322-OCWHC,Masculino,1,Yes,No,72,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,DebitoAutomatico,93.05,6735.05,No,
1951,8735-IJJEG,Masculino,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Mensal,No,CartaoCredito,50.2,668.85,No,
6543,8050-XGRVL,Feminino,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,Anual,No,CartaoCredito,54.75,3425.35,No,
113,4846-WHAFZ,Feminino,1,Yes,No,37,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,76.5,2868.15,Yes,
5976,6907-CQGPN,Masculino,0,No,No,29,No,SemTelefone,DSL,No,Yes,No,Yes,No,No,Mensal,No,BoletoEletronico,34.3,1004.75,No,
5149,3970-XGJDU,Feminino,0,No,No,62,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,CartaoCredito,19.2,1123.65,No,
4813,8631-WUXGY,Feminino,0,No,Yes,46,Yes,No,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,99.8,4391.25,No,
507,7218-HKQFK,Masculino,0,Yes,No,2,Yes,No,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,94.2,167.5,Yes,
3545,6212-ATMLK,Feminino,0,No,No,50,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,95.7,4729.75,No,
3807,8625-AZYZY,Masculino,0,Yes,No,24,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,104.65,2542.45,Yes,
2932,7740-BTPUX,Masculino,1,Yes,No,55,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,113.6,6292.7,No,
2515,8869-LIHMK,Feminino,0,No,No,64,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,115.1,7334.05,No,
3402,4951-UKAAQ,Feminino,0,No,No,4,Yes,Yes,Fibra,No,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,88.95,355.2,Yes,
4099,6624-JDRDS,Feminino,0,No,No,6,No,SemTelefone,DSL,Yes,No,No,No,No,No,Mensal,No,DebitoAutomatico,29.45,161.45,No,
6623,9248-OJYKK,Masculino,1,No,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,76.45,76.45,Yes,
350,0513-RBGPE,Masculino,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,2 anos,Yes,CartaoCredito,62.8,2278.75,No,
4147,3836-FZSDJ,Masculino,1,Yes,No,71,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,24.85,1901,No,
3542,1301-LOPVR,Masculino,0,Yes,Yes,29,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,No,Yes,Anual,Yes,CartaoCredito,55.35,1636.95,No,
3759,7479-NITWS,Masculino,0,No,No,7,Yes,Yes,Fibra,No,No,Yes,No,Yes,No,Mensal,Yes,CartaoCredito,89.35,631.85,Yes,
1114,3312-UUMZW,Masculino,0,Yes,No,32,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,CartaoCredito,98.85,3145.9,No,
4958,0060-FUALY,Feminino,0,Yes,No,59,Yes,Yes,Fibra,Yes,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,94.75,5597.65,No,
298,2985-JUUBZ,Masculino,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,74.55,3015.75,No,
3318,5016-ETTFF,Masculino,0,No,No,10,No,SemTelefone,DSL,No,No,Yes,No,No,No,Mensal,No,BoletoImpresso,29.5,255.25,Yes,
5586,1998-VHJHK,Feminino,0,No,No,27,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.15,501.35,No,
6654,1925-TIBLE,Feminino,0,Yes,No,7,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,86.5,582.5,Yes,
5362,0485-ZBSLN,Masculino,0,Yes,Yes,65,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,24.75,1715.1,No,
5746,4817-QRJSX,Feminino,0,No,No,10,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,CartaoCredito,81.0,818.05,Yes,
2840,7299-GNVPL,Feminino,0,Yes,Yes,23,Yes,No,Fibra,Yes,Yes,No,Yes,No,No,Mensal,No,BoletoImpresso,84.4,1936.85,No,
229,0945-TSONX,Feminino,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,85.3,4107.25,No,
5958,6859-RKMZJ,Masculino,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,55.05,608.15,No,
2992,4177-JPDFU,Masculino,0,No,No,12,No,SemTelefone,DSL,No,Yes,No,Yes,No,No,Mensal,No,BoletoImpresso,34.0,442.45,No,
6905,4459-BBGHE,Masculino,0,No,Yes,30,No,SemTelefone,DSL,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,44.5,1307.8,No,
5706,5196-SGOAK,Feminino,0,No,No,1,Yes,No,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,75.7,75.7,Yes,
4519,0103-CSITQ,Feminino,0,Yes,No,57,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,Anual,Yes,DebitoAutomatico,109.4,6252.7,No,
2103,7206-PQBBZ,Masculino,1,Yes,No,11,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,70.2,834.7,No,
6443,7727-SHVZV,Feminino,0,No,No,9,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.5,150.35,No,
2677,2608-BHKFN,Feminino,0,No,No,4,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,70.05,266.9,Yes,
4526,4860-IJUDE,Masculino,0,No,No,13,Yes,No,Fibra,Yes,No,No,No,No,No,Mensal,Yes,CartaoCredito,73.75,956.65,No,
4695,9509-MPYOD,Feminino,0,No,No,35,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,20.75,700.45,No,
1614,3813-DHBBB,Masculino,0,Yes,No,67,No,SemTelefone,DSL,Yes,Yes,No,Yes,No,Yes,2 anos,Yes,DebitoAutomatico,50.95,3521.7,No,
607,8672-OAUPW,Masculino,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,Anual,No,CartaoCredito,47.85,2356.75,No,
5312,9564-KCLHR,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,No,BoletoImpresso,51.25,51.25,Yes,
1093,8659-IOOPU,Feminino,0,Yes,Yes,71,Yes,Yes,Fibra,Yes,No,Yes,Yes,No,Yes,2 anos,No,BoletoEletronico,100.45,7159.7,No,
5700,3312-ZWLGF,Masculino,1,Yes,No,29,Yes,Yes,Fibra,No,No,No,Yes,No,No,Mensal,Yes,BoletoEletronico,79.3,2414.55,No,
6918,8267-ZNYVZ,Feminino,0,Yes,No,33,Yes,No,Fibra,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,103.75,3361.05,Yes,
6684,0305-SQECB,Feminino,0,No,Yes,11,No,SemTelefone,DSL,Yes,No,No,Yes,No,No,Anual,Yes,BoletoImpresso,36.05,402.6,No,
203,7018-WBJNK,Masculino,0,No,Yes,13,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,CartaoCredito,78.3,1033.95,No,
2855,8922-NPKBJ,Masculino,0,Yes,Yes,42,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.35,867.3,No,
3961,7421-ZLUPA,Feminino,0,No,No,8,No,SemTelefone,DSL,No,Yes,No,No,No,No,Mensal,Yes,BoletoImpresso,29.25,226.95,No,
837,6982-SSHFK,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,44.4,44.4,Yes,
4215,9031-ZVQPT,Masculino,0,Yes,No,72,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,108.2,7840.6,No,
1230,0178-SZBHO,Masculino,0,Yes,Yes,47,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,No,BoletoEletronico,87.2,4017.45,No,
5339,3370-GQEAL,Masculino,0,Yes,Yes,30,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,No,BoletoEletronico,85.45,2509.95,No,
1609,3584-WKTTW,Masculino,0,Yes,No,51,Yes,Yes,Fibra,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,111.55,5720.35,No,
4410,0848-ZGQIJ,Feminino,0,Yes,No,16,Yes,No,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,94.65,1461.15,No,
4745,6116-RFVHN,Feminino,0,Yes,No,34,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.45,3414.65,No,
5679,5229-PRWKT,Masculino,0,No,No,8,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,86.55,649.65,Yes,
2569,8237-ULIXL,Feminino,0,Yes,No,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,24.85,1871.85,No,
6005,3915-ODIYG,Masculino,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Anual,Yes,BoletoEletronico,71.75,4374.55,No,
4553,5914-XRFQB,Masculino,0,Yes,No,72,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,115.8,8424.9,No,
2484,6476-EPYZR,Masculino,0,Yes,Yes,12,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.5,255.5,No,
5367,9227-YBAXE,Feminino,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,82.5,5215.1,No,
2440,2171-UDMFD,Masculino,0,Yes,Yes,32,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,CartaoCredito,19.45,674.55,No,
2614,3351-NQLDI,Feminino,0,Yes,Yes,67,Yes,Yes,Fibra,Yes,No,No,Yes,No,Yes,Anual,Yes,CartaoCredito,94.35,6341.45,Yes,
657,7838-LAZFO,Masculino,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Anual,No,DebitoAutomatico,78.8,3597.5,No,
790,7131-ZQZNK,Feminino,0,Yes,Yes,60,No,SemTelefone,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,59.85,3590.2,No,
2388,9822-OAOVB,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,55.45,55.45,No,
6130,5614-DNZCE,Feminino,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,CartaoCredito,64.9,3795.45,No,
1359,7943-RQCHR,Feminino,0,No,No,9,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,94.75,889.9,Yes,
5160,9840-EFJQB,Feminino,0,No,No,1,Yes,No,Fibra,No,Yes,No,No,No,No,Mensal,No,BoletoEletronico,74.35,74.35,No,
2347,7089-RKVSZ,Masculino,0,Yes,Yes,8,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,24.4,203.95,No,
4764,2962-XPMCQ,Masculino,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,45.15,98.5,Yes,
2523,9081-WWXKP,Feminino,0,Yes,Yes,47,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,20.25,873.4,No,
5341,2982-IHMFT,Feminino,1,No,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,74.45,74.45,Yes,
6149,3069-SSVSN,Feminino,0,No,No,1,No,SemTelefone,DSL,No,No,No,No,No,No,Anual,No,BoletoImpresso,25.85,25.85,No,
5874,2968-SSGAA,Feminino,0,No,No,10,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.6,1060.2,Yes,
6209,3417-TSCIC,Masculino,0,No,No,29,No,SemTelefone,DSL,No,No,No,No,No,No,Anual,Yes,BoletoImpresso,24.85,788.05,No,
5378,5320-BRKGK,Feminino,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,2 anos,No,BoletoImpresso,75.8,4415.75,No,
3161,1345-ZUKID,Masculino,0,No,No,14,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.35,324.8,No,
3226,0750-EKNGL,Masculino,0,No,No,7,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.75,141.1,No,
6012,5685-IIXLY,Feminino,0,Yes,Yes,5,Yes,No,Fibra,No,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,83.6,404.2,Yes,
1780,0516-VRYBW,Feminino,0,No,Yes,18,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,DebitoAutomatico,20.15,390.85,Yes,
2618,1069-QJOEE,Masculino,0,Yes,Yes,25,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoEletronico,19.9,505.45,No,
803,3174-AKMAS,Feminino,0,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,2 anos,Yes,CartaoCredito,64.2,3009.5,No,
857,2207-NHRJK,Masculino,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,No,BoletoEletronico,50.8,50.8,Yes,
5514,0623-GDISB,Feminino,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,48.45,48.45,No,
5184,7570-WELNY,Feminino,0,Yes,No,68,Yes,Yes,Fibra,Yes,Yes,No,No,No,No,2 anos,Yes,DebitoAutomatico,84.7,5711.05,No,
4961,6954-OOYZZ,Masculino,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,44.35,768.05,No,
219,6496-JDSSB,Feminino,0,No,No,8,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,80.0,624.6,No,
1288,2616-FLVQC,Masculino,0,No,No,64,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,19.55,1240.15,No,
582,2865-TCHJW,Feminino,1,No,No,4,Yes,Yes,Fibra,No,No,Yes,No,Yes,No,Mensal,Yes,BoletoEletronico,89.2,346.2,Yes,
43,4671-VJLCL,Feminino,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,Yes,CartaoCredito,79.85,4861.45,No,
1234,4525-VZCZG,Masculino,0,No,Yes,54,Yes,No,Fibra,Yes,Yes,No,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,105.85,5826.65,No,
4830,0536-ESJEP,Masculino,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,74.55,4191.45,No,
6815,0270-THENM,Masculino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,DebitoAutomatico,69.85,5102.35,No,
1892,1636-NTNCO,Masculino,1,No,No,4,No,SemTelefone,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,CartaoCredito,50.95,207.35,No,
4267,1227-UDMZR,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,91.15,6637.9,No,
6162,9000-PLFUZ,Feminino,1,Yes,No,60,No,SemTelefone,DSL,No,Yes,No,No,Yes,Yes,2 anos,Yes,CartaoCredito,49.45,2907.55,No,
3918,6319-IEJWJ,Masculino,0,Yes,Yes,20,Yes,No,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,90.2,1776.55,Yes,
5822,9112-WSNPU,Feminino,1,No,No,35,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,BoletoEletronico,70.55,2419,No,
1071,3097-NNSPB,Feminino,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,CartaoCredito,49.05,91.1,Yes,
718,1853-ARAAQ,Feminino,0,No,No,26,No,SemTelefone,DSL,No,No,Yes,No,Yes,Yes,Mensal,Yes,CartaoCredito,50.35,1277.5,No,
2364,4559-UWIHT,Masculino,0,Yes,No,14,Yes,Yes,Fibra,No,Yes,Yes,No,No,No,Mensal,Yes,BoletoEletronico,82.65,1185,No,
1505,5240-IJOQT,Masculino,1,No,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.7,74.7,Yes,
670,5642-MHDQT,Feminino,0,Yes,Yes,53,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,DebitoAutomatico,19.85,1039.45,No,
4221,7926-IJOOU,Masculino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,CartaoCredito,19.3,19.3,No,
5632,5567-GZKQY,Masculino,0,No,No,58,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,20.3,1131.5,No,
4030,4256-ZWTZI,Feminino,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,Yes,BoletoImpresso,51.0,286.8,No,
897,0678-RLHVP,Feminino,0,No,No,53,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,2 anos,No,BoletoEletronico,105.55,5682.25,No,
5667,6469-QJKZW,Feminino,0,Yes,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoEletronico,20.15,91.4,No,
2836,6988-CJEYV,Masculino,0,No,No,49,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,No,BoletoEletronico,98.7,4920.55,No,
1530,3703-VAVCL,Masculino,0,Yes,Yes,2,Yes,No,Fibra,No,No,Yes,Yes,No,Yes,Mensal,No,CartaoCredito,90.0,190.05,Yes,
4556,3750-CKVKH,Masculino,0,No,No,2,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,67.75,116.65,Yes,
5621,6424-ELEYH,Feminino,0,Yes,No,3,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,CartaoCredito,74.75,229.5,Yes,
2955,4626-GYCZP,Masculino,0,No,No,7,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,93.85,635.6,Yes,
6468,2599-CZABP,Masculino,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Anual,No,BoletoEletronico,44.6,641.25,No,
2908,7780-OTDSO,Masculino,0,Yes,No,18,Yes,Yes,Fibra,Yes,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,99.4,1742.95,Yes,
6825,5022-KVDQT,Masculino,0,No,No,27,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,81.3,2272.8,No,
5366,8232-CTLKO,Feminino,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,2 anos,Yes,BoletoEletronico,59.75,3996.8,No,
1874,5129-HHMZC,Feminino,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,No,CartaoCredito,86.45,3574.5,No,
2370,6993-YGFJV,Masculino,0,Yes,No,69,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,112.55,7806.5,No,
1769,3144-KMTWZ,Masculino,0,Yes,No,71,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,DebitoAutomatico,93.25,6669.45,No,
5114,5371-VYLSX,Feminino,1,No,No,50,Yes,Yes,Fibra,Yes,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,83.4,4113.7,No,
5577,4163-HFTUK,Masculino,0,No,No,51,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoEletronico,19.1,1007.8,No,
1983,7336-RLLRH,Masculino,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Anual,No,BoletoImpresso,80.85,2204.35,No,
531,1403-GYAFU,Masculino,0,Yes,Yes,70,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,20.05,1360.25,No,
5039,4713-LZDRV,Feminino,1,No,No,2,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,79.6,195.05,Yes,
5317,1213-NGCUN,Feminino,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,Yes,DebitoAutomatico,49.65,267.35,Yes,
6082,4523-WXCEF,Feminino,0,Yes,No,59,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,No,BoletoEletronico,101.1,6039.9,Yes,
5330,5747-PMBSQ,Masculino,1,Yes,No,10,Yes,No,Fibra,No,Yes,Yes,Yes,Yes,No,Mensal,Yes,BoletoImpresso,92.5,934.1,Yes,
2163,4021-RQSNY,Masculino,1,Yes,No,29,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,98.5,3004.15,Yes,
731,6621-YOBKI,Masculino,0,No,No,5,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.35,92.75,No,
2339,4094-NSEDU,Feminino,1,No,No,21,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,94.25,1973.75,Yes,
6876,6341-AEVKX,Feminino,0,Yes,No,62,Yes,No,Fibra,Yes,No,Yes,Yes,Yes,Yes,Anual,Yes,BoletoEletronico,104.3,6613.65,No,
2232,6479-SZPLM,Masculino,0,Yes,Yes,36,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.45,754.5,No,
6157,6776-TLWOI,Masculino,0,No,No,3,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.85,64.55,Yes,
2926,0106-UGRDO,Feminino,0,Yes,No,69,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,116.0,8182.85,No,
1255,4030-VPZBD,Feminino,0,No,No,2,No,SemTelefone,DSL,No,No,No,Yes,No,No,Mensal,Yes,BoletoEletronico,30.9,59.05,Yes,
2104,3106-ULWFW,Feminino,0,Yes,No,8,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,CartaoCredito,85.2,627.4,Yes,
